Year,State,County,Average Age,Percent Male,Percent Non-Hispanic White,Percent African American,Percent Hispanic,Percent Other/Unknown,Hospital Readmission Rate,2013 Rural-urban Continuum Code,2013 Urban Influence Code,percent with more than high school,Metro_2013,Unemployment_rate_2015,Median_Household_Income_2015
2015,IL,CUMBERLAND,72,46.68,81.05,9.98,5.2,3.78,0.2112,9,8,51,0,5.2,51505
2015,IL,DE KALB,72,44.63,92.99,1.8,2.78,2.42,0.1718,1,1,65.9,1,5.5,56874
2015,IL,DE WITT,72,46.84,81.05,9.98,5.2,3.78,0.1561,3,2,53.7,1,5.5,54796
2015,IL,DOUGLAS,72,44.33,81.05,9.98,5.2,3.78,0.1581,6,6,47.7,0,4.9,53213
2015,IL,DU PAGE,73,43.88,85.81,2.28,4.29,7.62,0.1669,1,1,73.3,1,4.7,81616
2015,IL,EDGAR,72,44.44,81.05,9.98,5.2,3.78,0.1868,6,6,48.2,0,6.2,50306
2015,IL,EDWARDS,73,45.97,81.05,9.98,5.2,3.78,0.1989,9,12,51.5,0,5.9,48329
2015,IL,EFFINGHAM,72,44.74,81.05,9.98,5.2,3.78,0.1752,7,8,54.7,0,4.8,53077
2015,IL,FAYETTE,72,45.12,81.05,9.98,5.2,3.78,0.189,6,4,42.7,0,6.5,41838
2015,IL,FORD,74,45.74,81.05,9.98,5.2,3.78,0.1497,3,2,50.3,1,5.4,53151
2015,IL,FRANKLIN,70,46.3,98.36,0.32,0.46,0.87,0.2119,4,6,53.2,0,8,43428
2015,IL,FULTON,72,46.34,97.86,0.36,0.28,1.5,0.1569,6,5,51.8,0,7.5,44649
2015,IL,GALLATIN,72,46.84,81.05,9.98,5.2,3.78,0.173,8,7,44.6,0,6.6,40817
2015,IL,GREENE,71,46.69,81.05,9.98,5.2,3.78,0.1754,6,4,44.7,0,6.1,43943
2015,IL,GRUNDY,72,45.64,94.91,0.49,2.8,1.79,0.18,1,1,54.8,1,6.9,71928
2015,IL,HAMILTON,72,45.44,81.05,9.98,5.2,3.78,0.1843,7,9,52.4,0,5.4,45926
2015,IL,HANCOCK,73,46.43,81.05,9.98,5.2,3.78,0.1678,7,8,54.3,0,6.1,48213
2015,IL,HARDIN,70,47.95,81.05,9.98,5.2,3.78,0.1867,9,12,49.1,0,8.4,39128
2015,IL,HENDERSON,73,46.6,81.05,9.98,5.2,3.78,0.1657,9,8,44,0,5.9,47354
2015,IL,HENRY,73,45.53,95.57,0.96,1.41,2.06,0.1522,2,2,54.4,1,6.1,58983
2015,IL,IROQUOIS,72,45.82,95.82,0.84,1.45,1.9,0.1828,6,4,47.6,0,5.6,49836
2015,IL,JACKSON,69,47.41,87.9,9.63,0.88,1.6,0.2032,3,2,66.7,1,5.5,36613
2015,IL,JASPER,73,46.31,81.05,9.98,5.2,3.78,0.1996,7,9,50.5,0,6.2,52608
2015,IL,JEFFERSON,71,46.09,93.61,4.75,0.65,1,0.2137,7,8,53.2,0,6.7,46460
2015,IL,JERSEY,72,45.26,81.05,9.98,5.2,3.78,0.1942,1,1,53.2,1,6.3,53864
2015,IL,JO DAVIESS,73,48.83,81.05,9.98,5.2,3.78,0.1599,6,6,54,0,5.4,51201
2015,IL,JOHNSON,71,47.13,81.05,9.98,5.2,3.78,0.1551,8,6,52.7,0,8.4,46838
2015,IL,KANE,72,45.03,81.78,4.5,9.2,4.53,0.1641,1,1,59.2,1,5.7,70502
2015,IL,KANKAKEE,72,46.96,86.83,9.09,2.43,1.65,0.1752,3,2,53.6,1,6.7,53227
2015,IL,KENDALL,71,44.94,88.39,2.96,5.94,2.71,0.1759,1,1,69,1,5.2,88773
2015,IL,KNOX,72,46.29,93.7,2.83,2.12,1.35,0.1657,4,5,50.6,0,6,43796
2015,IL,LA SALLE,72,45.18,94.36,0.69,3.08,1.86,0.1829,4,3,50.7,0,6.9,52316
2015,IL,LAKE,73,45.35,83.66,5.06,6.01,5.28,0.1675,1,1,68.1,1,5.3,82160
2015,IL,LAWRENCE,73,43.11,81.05,9.98,5.2,3.78,0.1734,7,9,42.9,0,7,43268
2015,IL,LEE,71,46.81,95.04,1.27,1.76,1.93,0.1635,6,3,50.3,0,5.3,52581
2015,IL,LIVINGSTON,72,45.11,96.27,0.5,1.31,1.92,0.1499,4,3,47.1,0,5.3,55474
2015,IL,LOGAN,74,45.43,81.05,9.98,5.2,3.78,0.1551,6,5,52.8,0,5.4,58191
2015,IL,MACON,72,45.84,88.01,10.11,0.39,1.5,0.1701,3,2,54.4,1,6.9,48302
2015,IL,MACOUPIN,72,47.13,97.53,0.59,0.52,1.36,0.1598,1,1,52.5,1,6.3,50460
2015,IL,MADISON,71,44.58,91.31,5.81,1.21,1.67,0.1998,1,1,59.7,1,5.9,52969
2015,IL,MARION,71,46.31,95.03,3.12,0.61,1.25,0.2131,4,3,52.3,0,6.7,43018
2015,IL,MARSHALL,73,45.42,81.05,9.98,5.2,3.78,0.2013,2,2,51.4,1,6.5,53610
2015,IL,MASON,72,48.24,81.05,9.98,5.2,3.78,0.1549,6,6,46,0,7,43743
2015,IL,MASSAC,70,46.53,92.82,5.62,0.43,1.14,0.1573,7,8,50.5,0,7.2,41548
2015,IL,MC DONOUGH,72,44.8,95.63,1.31,0.49,2.57,0.1665,5,8,63.1,0,6,42453
2015,IL,MC HENRY,72,44.91,92.99,0.6,3.28,3.13,0.1631,1,1,65.9,1,5.4,80513
2015,IL,MC LEAN,72,45.95,92.37,3.83,1.13,2.67,0.1443,3,2,69.3,1,4.8,65766
2015,IL,MENARD,73,46.31,81.05,9.98,5.2,3.78,0.1464,3,2,55.1,1,4.6,64706
2015,IL,MERCER,73,47.18,81.05,9.98,5.2,3.78,0.1557,2,2,49.8,1,6.2,57934
2015,IL,MONROE,73,44.69,81.05,9.98,5.2,3.78,0.1515,1,1,60.3,1,4.3,79686
2015,IL,MONTGOMERY,72,45.27,97.82,0.41,0.46,1.3,0.1661,6,4,43.9,0,7.5,46006
2015,IL,MORGAN,71,45.08,95.33,2.41,0.48,1.78,0.1601,4,5,49.1,0,5,45259
2015,IL,MOULTRIE,73,44.32,81.05,9.98,5.2,3.78,0.1768,6,6,47.5,0,4.3,58975
2015,IL,OGLE,72,45.4,95.05,0.33,2.65,1.98,0.1693,4,3,54.5,0,6.1,57268
2015,IL,PEORIA,72,45.7,86.28,10.42,1,2.3,0.1724,2,2,61.6,1,6.8,53781
2015,IL,PERRY,72,45.25,96.73,1.85,0.43,0.98,0.1834,6,6,47.5,0,7.1,46598
2015,IL,PIATT,73,46.33,81.05,9.98,5.2,3.78,0.1294,3,2,59.8,1,5,65122
2015,IL,PIKE,73,45.49,81.05,9.98,5.2,3.78,0.2155,7,9,44.5,0,5.1,45106
2015,IL,POPE,70,52.01,81.05,9.98,5.2,3.78,0.1099,8,7,53.4,0,6.8,41150
2015,IL,PULASKI,71,46.24,81.05,9.98,5.2,3.78,0.1786,8,7,44.9,0,8.8,35135
2015,IL,PUTNAM,73,47.46,81.05,9.98,5.2,3.78,0.1277,8,5,47.6,0,6.1,60590
2015,IL,RANDOLPH,72,44.8,95.46,2.7,0.35,1.48,0.1904,6,4,42.3,0,5.4,50129
2015,IL,RICHLAND,73,43.98,81.05,9.98,5.2,3.78,0.1411,7,11,55,0,5.8,43332
2015,IL,ROCK ISLAND,73,45.6,87.74,5.93,4.15,2.18,0.1659,2,2,56.3,1,6.3,50419
2015,IL,SALINE,70,45.13,95.74,3.01,0.39,0.87,0.1966,6,6,52.7,0,7.7,40873
2015,IL,SANGAMON,71,44.74,90.13,6.54,0.66,2.67,0.1711,3,2,64,1,5.1,57591
2015,IL,SCHUYLER,73,47.8,81.05,9.98,5.2,3.78,0.155,7,9,48.6,0,5.8,50720
2015,IL,SCOTT,73,47,81.05,9.98,5.2,3.78,0.1374,9,8,41.4,0,5.7,50474
2015,IL,SHELBY,73,46.52,81.05,9.98,5.2,3.78,0.1504,6,6,46.2,0,5.8,49633
2015,IL,ST. CLAIR,70,45.05,71.85,24.36,1.31,2.49,0.2128,1,1,62.2,1,6.5,50416
2015,IL,STARK,74,47.1,81.05,9.98,5.2,3.78,0.1429,2,2,49.7,1,6.5,50083
2015,IL,STEPHENSON,71,45.85,89.66,7.24,1.04,2.06,0.1818,4,5,55.2,0,6.5,46430
2015,IL,TAZEWELL,73,45.97,97.41,0.27,0.42,1.91,0.1783,2,2,59.6,1,6.2,57747
2015,IL,UNION,70,48.2,96.47,1.3,1.3,0.94,0.1854,6,6,53.7,0,7.6,44221
2015,IL,VERMILION,71,46.72,89.84,7.34,1.15,1.66,0.1949,3,2,46.2,1,7,44705
2015,IL,WABASH,73,45.58,81.05,9.98,5.2,3.78,0.1697,7,11,57.1,0,5.6,51224
2015,IL,WARREN,73,44.54,94.97,1.37,1.33,2.33,0.1601,6,6,52.8,0,5.2,46189
2015,IL,WASHINGTON,73,44.6,81.05,9.98,5.2,3.78,0.1607,6,4,56.3,0,3.7,57019
2015,IL,WAYNE,73,45.32,81.05,9.98,5.2,3.78,0.1856,7,9,52.2,0,6.8,47995
2015,IL,WHITE,73,44.52,81.05,9.98,5.2,3.78,0.1805,6,6,52.6,0,5.7,46588
2015,IL,WHITESIDE,72,45.89,91.89,0.87,5.58,1.65,0.1681,4,5,53.1,0,6.1,45463
2015,IL,WILL,72,45.15,84.41,7.38,5.45,2.76,0.2017,1,1,63.4,1,6.2,76293
2015,IL,WILLIAMSON,71,44.6,96.29,2.03,0.53,1.15,0.2141,3,2,59.3,1,6.1,47678
2015,IL,WINNEBAGO,70,44.51,84.87,8.93,3.63,2.57,0.1788,2,2,54,1,6.9,50024
2015,IL,WOODFORD,74,45.73,81.05,9.98,5.2,3.78,0.1484,2,2,61.1,1,5,68233
2015,IN,ADAMS,73,42.09,89.08,7.01,1.78,2.13,0.1505,6,5,41.1,0,3.8,49251
2015,IN,ALLEN,69,44.09,83.92,10.76,2.2,3.13,0.1764,2,2,59.9,1,4.6,50017
2015,IN,BARTHOLOMEW,70,44.22,95.66,1.49,0.76,2.1,0.172,3,2,56,1,3.6,55580
2015,IN,BENTON,72,43.42,89.08,7.01,1.78,2.13,0.1773,3,2,43.7,1,4.5,50754
2015,IN,BLACKFORD,71,45.84,89.08,7.01,1.78,2.13,0.1702,6,6,36,0,6,39611
2015,IN,BOONE,72,43.15,95.86,0.75,0.56,2.83,0.1421,1,1,66.6,1,3.7,75163
2015,IN,BROWN,72,45.09,89.08,7.01,1.78,2.13,0.1443,1,1,51.9,1,4.8,53801
2015,IN,CARROLL,72,45.23,89.08,7.01,1.78,2.13,0.1393,3,2,46.6,1,4.3,52550
2015,IN,CASS,72,43.09,95.51,0.88,1.77,1.84,0.1379,4,5,42.1,0,4.6,45575
2015,IN,CLARK,70,43.13,92.41,4.98,0.66,1.94,0.199,1,1,53.2,1,4.5,51614
2015,IN,CLAY,71,46.63,98.15,0.32,0.4,1.13,0.1858,3,2,42.4,1,5.3,48947
2015,IN,CLINTON,72,43.73,89.08,7.01,1.78,2.13,0.1689,6,3,40.7,0,4,50342
2015,IN,CRAWFORD,70,48.14,89.08,7.01,1.78,2.13,0.1804,8,4,32.7,0,6,41331
2015,IN,DAVIESS,72,44.85,97.49,0.45,0.45,1.62,0.1676,7,8,37.6,0,3.8,47019
2015,IN,DE KALB,68,44.92,96.6,0.44,0.94,2.02,0.2127,4,5,47.5,0,4.1,52382
2015,IN,DEARBORN,71,46.74,96.21,0.51,0.32,2.97,0.1932,1,1,50.8,1,5.1,64093
2015,IN,DECATUR,72,44.51,89.08,7.01,1.78,2.13,0.1872,6,3,43.2,0,4.1,51625
2015,IN,DELAWARE,71,44.96,92.66,5.4,0.42,1.51,0.168,3,2,53.1,1,5.7,40633
2015,IN,DUBOIS,73,43.34,89.08,7.01,1.78,2.13,0.1056,5,8,46,0,3.4,57336
2015,IN,ELKHART,71,43.52,90.5,4.84,2.72,1.94,0.1564,3,2,43.9,1,3.9,50117
2015,IN,FAYETTE,70,46.74,96.53,1.67,0.35,1.44,0.1468,6,3,37.6,0,6.6,42538
2015,IN,FLOYD,70,44.03,93.2,4.01,0.65,2.15,0.1767,1,1,57,1,4.3,57367
2015,IN,FOUNTAIN,72,45.51,89.08,7.01,1.78,2.13,0.1915,6,6,43.5,0,5.9,51108
2015,IN,FRANKLIN,71,44.08,89.08,7.01,1.78,2.13,0.175,6,4,44.4,0,5.1,53263
2015,IN,FULTON,71,45.46,96.03,0.94,1.27,1.76,0.1464,7,9,41.6,0,4.8,51660
2015,IN,GIBSON,72,43.5,96.43,1.7,0.25,1.62,0.1661,6,6,49.5,0,3.8,53483
2015,IN,GRANT,70,44.49,90.88,6.24,1.46,1.42,0.1704,4,3,44.9,0,5.4,39984
2015,IN,GREENE,71,45.73,89.08,7.01,1.78,2.13,0.1713,6,6,44.4,0,6.9,47952
2015,IN,HAMILTON,73,43.22,92.39,2.36,0.9,4.34,0.1373,1,1,80.2,1,3.4,91844
2015,IN,HANCOCK,72,44.7,95.48,1.3,0.61,2.62,0.1534,1,1,60.7,1,4.2,70277
2015,IN,HARRISON,71,46.3,96.6,0.35,0.35,2.71,0.168,1,1,45.9,1,4.6,53719
2015,IN,HENDRICKS,72,43.74,95.67,1.49,0.55,2.29,0.1416,1,1,64.8,1,3.8,73478
2015,IN,HENRY,71,45.15,97.19,1,0.34,1.48,0.173,4,3,43.1,0,5.3,47954
2015,IN,HOWARD,71,44.14,92.34,5.16,0.82,1.68,0.1582,3,2,51.7,1,5,47390
2015,IN,HUNTINGTON,71,44.02,96.56,0.3,0.69,2.45,0.157,6,5,46.3,0,4.4,49103
2015,IN,JACKSON,71,45.21,96.9,0.33,0.64,2.13,0.1447,4,5,39.4,0,4,45504
2015,IN,JASPER,71,45.71,89.08,7.01,1.78,2.13,0.1739,1,1,45.1,1,5.8,60195
2015,IN,JAY,72,44.42,89.08,7.01,1.78,2.13,0.1538,6,6,35.5,0,5,42646
2015,IN,JEFFERSON,69,46.07,96.91,1.3,0.53,1.26,0.1841,6,3,47.2,0,4.8,47841
2015,IN,JENNINGS,69,47.42,97.85,0.66,0.34,1.15,0.1576,6,5,36.4,0,5.1,46047
2015,IN,JOHNSON,72,43.33,96.11,0.62,0.73,2.55,0.1474,1,1,58.2,1,4.1,68256
2015,IN,KNOX,70,44.4,97.67,0.82,0.42,1.09,0.156,5,8,50.1,0,4.6,42818
2015,IN,KOSCIUSKO,72,45.6,95.69,0.44,1.67,2.21,0.161,4,5,47.7,0,4.1,54147
2015,IN,LA PORTE,71,44.58,89.56,6.83,1.82,1.79,0.1626,3,2,47.4,1,6.3,47401
2015,IN,LAGRANGE,71,45.61,89.08,7.01,1.78,2.13,0.1287,6,6,29.9,0,3.7,56662
2015,IN,LAKE,71,43.69,68.41,20.58,9.08,1.94,0.2091,1,1,51.8,1,6.8,50613
2015,IN,LAWRENCE,71,44.76,97.87,0.3,0.35,1.49,0.1625,6,5,44.4,0,6.5,46890
2015,IN,MADISON,70,44.46,91.05,6.66,0.67,1.63,0.1692,1,1,48.1,1,5.7,45065
2015,IN,MARION,69,43.35,70.81,24.99,1.56,2.64,0.1797,1,1,56.6,1,5.1,41407
2015,IN,MARSHALL,72,43.99,95.8,0.47,2.09,1.64,0.129,6,5,44.1,0,4.2,49714
2015,IN,MARTIN,71,45.89,89.08,7.01,1.78,2.13,0.1667,7,9,39.9,0,4.2,47717
2015,IN,MIAMI,71,45.99,94.9,1.86,0.64,2.6,0.143,6,5,42,0,5.2,46968
2015,IN,MONROE,71,44.26,94.9,1.68,0.53,2.89,0.149,3,2,70.1,1,4.9,45341
2015,IN,MONTGOMERY,70,44.05,96.86,0.71,0.54,1.89,0.1653,6,3,44.2,0,4,49425
2015,IN,MORGAN,71,45.63,97.76,0.14,0.32,1.78,0.1836,1,1,46.7,1,4.7,58376
2015,IN,NEWTON,71,46.65,89.08,7.01,1.78,2.13,0.1985,1,1,36.5,1,5.8,48316
2015,IN,NOBLE,70,44.48,89.08,7.01,1.78,2.13,0.1489,6,5,43.2,0,4.3,51876
2015,IN,OHIO,71,46.06,89.08,7.01,1.78,2.13,0.2048,1,1,37.9,1,5.5,53177
2015,IN,ORANGE,70,45.78,89.08,7.01,1.78,2.13,0.1479,6,4,36.5,0,6,40918
2015,IN,OWEN,71,49.28,89.08,7.01,1.78,2.13,0.1927,3,2,39.6,1,6.3,43731
2015,IN,PARKE,71,47.51,89.08,7.01,1.78,2.13,0.1551,6,4,44.9,0,5.6,43637
2015,IN,PERRY,72,45.45,89.08,7.01,1.78,2.13,0.1331,6,6,34.6,0,4.7,47192
2015,IN,PIKE,71,46.49,89.08,7.01,1.78,2.13,0.1695,8,5,39.6,0,4.3,47324
2015,IN,PORTER,71,44.23,91.66,1.8,4.12,2.42,0.2031,1,1,56.8,1,5.4,66070
2015,IN,POSEY,72,45.45,97.24,0.98,0.43,1.35,0.2012,2,2,53.9,1,4,58298
2015,IN,PULASKI,71,47.91,96.38,0.64,0.94,2.04,0.1595,6,4,40,0,4.5,47455
2015,IN,PUTNAM,71,45.94,97.37,0.72,0.36,1.55,0.174,1,1,45.1,1,5.1,53910
2015,IN,RANDOLPH,72,45.62,97.93,0.3,0.61,1.16,0.1425,6,6,41.4,0,5,41315
2015,IN,RIPLEY,71,46.56,89.08,7.01,1.78,2.13,0.1531,6,4,42.3,0,5.3,51553
2015,IN,RUSH,72,44.56,89.08,7.01,1.78,2.13,0.1566,6,4,38.4,0,4.3,48970
2015,IN,SCOTT,69,45.5,97.66,0.3,0.73,1.31,0.18,1,1,40.4,1,5.4,43104
2015,IN,SHELBY,71,43.95,97.19,0.8,0.27,1.75,0.1795,1,1,43.1,1,4.4,54639
2015,IN,SPENCER,72,46.27,97.51,0.51,0.45,1.53,0.1523,8,7,45.4,0,4.1,56451
2015,IN,ST. JOSEPH,72,44.14,86.24,9.35,1.96,2.46,0.1593,2,2,56.8,1,5,46881
2015,IN,STARKE,70,47.83,89.08,7.01,1.78,2.13,0.1582,6,4,39.9,0,5.9,48106
2015,IN,STEUBEN,71,46.88,89.08,7.01,1.78,2.13,0.1708,7,8,51.5,0,3.9,53191
2015,IN,SULLIVAN,71,45.43,89.08,7.01,1.78,2.13,0.1764,3,2,43.6,1,6.2,44939
2015,IN,SWITZERLAND,70,47.95,89.08,7.01,1.78,2.13,0.1766,8,4,37.8,0,5,46344
2015,IN,TIPPECANOE,71,43.42,93.64,2.24,1.54,2.58,0.1799,3,2,63.7,1,4.2,50170
2015,IN,TIPTON,73,45.32,89.08,7.01,1.78,2.13,0.1565,6,4,47.9,0,4,56292
2015,IN,UNION,71,45.78,89.08,7.01,1.78,2.13,0.1556,1,1,45.4,1,4.5,45050
2015,IN,VANDERBURGH,70,43.8,90.72,6.92,0.56,1.8,0.1819,2,2,55.5,1,4.3,43823
2015,IN,VERMILLION,70,46.66,89.08,7.01,1.78,2.13,0.2146,3,2,45,1,7.1,44376
2015,IN,VIGO,70,43.27,93.55,3.92,0.62,1.91,0.1954,3,2,53.8,1,6.1,39635
2015,IN,WABASH,72,43.48,97.22,0.37,0.62,1.8,0.1522,6,5,45.7,0,4.8,48223
2015,IN,WARREN,72,44.84,89.08,7.01,1.78,2.13,0.1361,8,7,44.9,0,4.9,57768
2015,IN,WARRICK,72,45.06,96.39,1.06,0.45,2.1,0.1737,2,2,59.3,1,4.1,66461
2015,IN,WASHINGTON,69,44.96,89.08,7.01,1.78,2.13,0.2136,1,1,38.2,1,5.2,43498
2015,IN,WAYNE,70,44.43,93.47,4.47,0.5,1.55,0.1541,5,8,45.4,0,5.3,41849
2015,IN,WELLS,72,43.91,89.08,7.01,1.78,2.13,0.1895,2,2,48.9,1,3.9,55987
2015,IN,WHITE,72,45.9,89.08,7.01,1.78,2.13,0.1645,6,6,45.2,0,4.1,50370
2015,IN,WHITLEY,71,44.75,89.08,7.01,1.78,2.13,0.124,2,2,48.5,1,4.1,56142
2015,KS,ALLEN,72,44.19,95.87,1.54,0.97,1.62,0.1849,7,11,57.2,0,5.1,41604
2015,KS,ANDERSON,73,43.92,90.09,4.2,2.94,2.78,0.1734,6,4,51.6,0,4.9,47267
2015,KS,ATCHISON,73,42.48,91.71,5.25,0.89,2.14,0.164,6,3,51.8,0,6.2,46110
2015,KS,BARBER,73,46.44,90.09,4.2,2.94,2.78,0.1169,9,12,55,0,4.3,54176
2015,KS,BARTON,73,44.53,94.65,0.95,2.76,1.64,0.1411,7,8,52.2,0,4.2,50558
2015,KS,BOURBON,72,45.24,95.15,2.28,0.44,2.13,0.1245,6,4,58.2,0,4.8,39609
2015,KS,BROWN,73,44.59,90.96,1.17,0.66,7.21,0.1738,6,6,52.9,0,4,46884
2015,KS,BUTLER,72,44.7,96.02,0.57,1.41,2,0.1385,2,2,66.2,1,4.3,61473
2015,KS,CHASE,74,43.59,90.09,4.2,2.94,2.78,0.1654,9,10,56.6,0,3.6,48911
2015,KS,CHAUTAUQUA,72,48.91,90.09,4.2,2.94,2.78,0.1214,8,7,49.9,0,5.8,42324
2015,KS,CHEROKEE,71,46.18,95.14,0.47,0.47,3.91,0.1691,6,6,52.4,0,4.5,39842
2015,KS,CHEYENNE,75,44.81,90.09,4.2,2.94,2.78,0.1043,9,12,61.3,0,2.7,44111
2015,KS,CLARK,76,44.72,90.09,4.2,2.94,2.78,0.203,9,10,65.8,0,2.4,50392
2015,KS,CLAY,74,45.42,90.09,4.2,2.94,2.78,0.0893,6,6,62.6,0,4.3,51351
2015,KS,CLOUD,74,42.48,90.09,4.2,2.94,2.78,0.1572,7,9,56.9,0,3.8,42730
2015,KS,COFFEY,72,46.89,90.09,4.2,2.94,2.78,0.1222,6,6,56,0,5.8,57160
2015,KS,COMANCHE,74,46.12,90.09,4.2,2.94,2.78,0.1313,9,12,63.3,0,3.3,43809
2015,KS,COWLEY,72,45.09,92.98,2.19,2.01,2.83,0.1532,4,5,59.7,0,4.6,47851
2015,KS,CRAWFORD,71,45.14,96.73,1.02,0.65,1.6,0.1413,4,5,61.8,0,5.1,38139
2015,KS,DECATUR,74,45.03,90.09,4.2,2.94,2.78,0.1845,9,12,52.9,0,3.7,43919
2015,KS,DICKINSON,74,45.22,97.04,0.49,1.34,1.12,0.1709,7,9,53.4,0,5.2,47570
2015,KS,DONIPHAN,73,47.11,90.09,4.2,2.94,2.78,0.1398,3,2,51.4,1,4.4,47000
2015,KS,DOUGLAS,71,44.74,90.85,3.07,1.73,4.34,0.1585,3,2,74.9,1,3.7,52447
2015,KS,EDWARDS,74,45.01,90.09,4.2,2.94,2.78,0.1532,9,10,51.6,0,3,46380
2015,KS,ELK,73,47.67,90.09,4.2,2.94,2.78,0.1495,8,7,53.7,0,4.8,39147
2015,KS,ELLIS,73,44.02,90.09,4.2,2.94,2.78,0.1531,5,8,65.6,0,3,49192
2015,KS,ELLSWORTH,74,46.31,90.09,4.2,2.94,2.78,0.158,7,9,57.4,0,3.7,49986
2015,KS,FINNEY,72,46.2,76.19,1.04,19.93,2.84,0.1783,5,8,48.9,0,3.5,53245
2015,KS,FORD,72,45.4,81.07,1.53,14.91,2.5,0.1429,5,8,46.3,0,3.4,47915
2015,KS,FRANKLIN,72,44.69,95.44,1.02,1.47,2.07,0.1646,6,3,56.4,0,4.6,51484
2015,KS,GEARY,70,42.99,72.42,17,3.83,6.75,0.2095,4,5,62.7,0,6.2,45590
2015,KS,GOVE,76,46.2,90.09,4.2,2.94,2.78,0.153,9,12,55.3,0,2.5,46580
2015,KS,GRAHAM,75,44.9,90.09,4.2,2.94,2.78,0.2205,9,12,60.6,0,4,45018
2015,KS,GRANT,72,44.9,90.09,4.2,2.94,2.78,0.1233,7,9,42.7,0,3.6,59218
2015,KS,GRAY,74,45.23,95.95,0,2.28,1.76,0.125,9,10,50.6,0,2.3,64284
2015,KS,GREELEY,76,43.21,90.09,4.2,2.94,2.78,0.1597,9,12,57.8,0,2.1,44667
2015,KS,GREENWOOD,72,47.47,90.09,4.2,2.94,2.78,0.1651,6,6,49.7,0,4.6,41168
2015,KS,HAMILTON,74,45.91,90.09,4.2,2.94,2.78,0.18,9,10,44.9,0,2,50056
2015,KS,HARPER,74,44.9,90.09,4.2,2.94,2.78,0.16,8,7,51.9,0,3.9,46869
2015,KS,HARVEY,74,43.51,92.66,1.23,3.79,2.32,0.1435,2,2,60.3,1,3.9,55470
2015,KS,HASKELL,74,43.48,90.09,4.2,2.94,2.78,0.0992,9,10,49.8,0,2.5,59356
2015,KS,HODGEMAN,74,43.4,90.09,4.2,2.94,2.78,0.1495,9,10,66.8,0,3.1,54513
2015,KS,JACKSON,72,45.85,90.81,0.54,0.71,7.93,0.1581,3,2,53.4,1,3.7,51662
2015,KS,JEFFERSON,72,48.47,96.93,0.47,0.78,1.82,0.156,3,2,52.1,1,4.2,59080
2015,KS,JEWELL,74,48.03,90.09,4.2,2.94,2.78,0.1552,9,12,54,0,4.4,43201
2015,KS,JOHNSON,73,42.96,91.59,2.63,1.89,3.88,0.1669,1,1,80.6,1,3.4,83007
2015,KS,KEARNY,73,43.49,90.09,4.2,2.94,2.78,0.1277,9,8,54.2,0,3.1,59134
2015,KS,KINGMAN,74,46.09,96.35,0,1.03,2.63,0.1545,2,2,55.6,1,4.4,52907
2015,KS,KIOWA,73,46.18,90.09,4.2,2.94,2.78,0.1597,9,10,64.5,0,3,46381
2015,KS,LABETTE,70,45.5,91.07,3.89,1.63,3.41,0.1515,7,8,55.6,0,5.8,42323
2015,KS,LANE,75,45.99,90.09,4.2,2.94,2.78,0.1654,9,12,63.1,0,3.3,57388
2015,KS,LEAVENWORTH,71,44.96,90.15,6.06,1.33,2.46,0.1708,1,1,60.5,1,4.5,61465
2015,KS,LINCOLN,73,46.94,90.09,4.2,2.94,2.78,0.1684,9,10,61.8,0,3.5,42277
2015,KS,LINN,71,48.87,90.09,4.2,2.94,2.78,0.1594,1,1,51,1,6.4,46065
2015,KS,LOGAN,75,43.71,90.09,4.2,2.94,2.78,0.1457,9,12,56.8,0,2.5,48399
2015,KS,LYON,71,45.54,91.09,1,5.94,1.97,0.1681,4,5,54.5,0,4.3,39562
2015,KS,MARION,74,45.07,90.09,4.2,2.94,2.78,0.1315,6,6,52.3,0,3.8,51196
2015,KS,MARSHALL,75,45.91,90.09,4.2,2.94,2.78,0.1065,6,6,49.3,0,2.9,49270
2015,KS,MCPHERSON,74,43.74,96.89,0.37,0.66,2.08,0.1499,7,8,61.8,0,3,61356
2015,KS,MEADE,75,46.91,96.13,0,2.06,1.8,0.1243,9,10,54.6,0,3,56325
2015,KS,MIAMI,72,46.29,95.8,1.28,0.83,2.08,0.2076,1,1,62,1,4.4,62375
2015,KS,MITCHELL,75,45.66,90.09,4.2,2.94,2.78,0.182,7,11,61,0,3.3,48310
2015,KS,MONTGOMERY,71,45.3,90.37,4.33,1.48,3.83,0.1452,5,8,56.7,0,6.5,43289
2015,KS,MORRIS,73,46.98,90.09,4.2,2.94,2.78,0.1362,8,6,53.1,0,4.3,49720
2015,KS,MORTON,73,44.98,90.09,4.2,2.94,2.78,0.1104,9,12,53.1,0,4.2,53443
2015,KS,NEMAHA,75,44.07,90.09,4.2,2.94,2.78,0.1148,6,6,48.6,0,2.6,54486
2015,KS,NEOSHO,72,44.87,96.08,0.82,1.83,1.26,0.195,7,9,58.1,0,7.5,40744
2015,KS,NESS,76,46.06,90.09,4.2,2.94,2.78,0.1378,9,12,55.1,0,3.3,53456
2015,KS,NORTON,74,46.38,90.09,4.2,2.94,2.78,0.1654,7,11,51.7,0,2.5,45096
2015,KS,OSAGE,72,47.08,90.09,4.2,2.94,2.78,0.1598,3,2,50.3,1,5,48364
2015,KS,OSBORNE,76,45.57,90.09,4.2,2.94,2.78,0.1661,9,12,54,0,3.5,43518
